chassistype,ram,os,#ofcores,age_category,graphicscardclass,processornumber,cpucode,persona,guid
Desktop,64,Win10,8,6,,32,E5-2690,Content Creator/IT,b79d35710ba74a9e80d9a655e7dc6d10
Notebook,12,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User,56ab4a18dbf74858ad983d51b7ca84c4
Notebook,16,Win10,4,5,Mid-Range Graphics Cards,22,i7-4710MQ,Web User,691650513e654fc1bbdc3e58f8d24004
Desktop,12,Win10,4,5,High-End Graphics Cards,22,i5-4570S,Gamer,5bae241ca5c549059c8178971a14e3de
Desktop,16,Win10,6,1,High-End Graphics Cards,14,i7-8700,Communication,be4663a45a4d43a08a699c221fc72e12
Desktop,8,Win10,2,5,Low-Midrange Graphics Cards,22,G3220,Web User,899ea10fd8e64a21a9ee18b4ddcea90c
Notebook,16,Win10,6,1,High-End Graphics Cards,14,i7-8750H,Gamer,065543cd382b43deb23c2311cad6d8da
Notebook,8,Win10,2,2,Mid-Range Graphics Cards,14,i7-7500U,File & Network Sharer,245d5afb9332427897f507a4353132ad
Notebook,16,Win10,4,6,Low-End Graphics Cards,32,i7-2670QM,Win Store App User,9760d43ed6ef4f8fb031e283af66f6a6
2 in 1,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Web User,8d2347169f754264a5f3550e26043f2f
Notebook,8,Win10,4,6,Low-End Graphics Cards,32,i7-2630QM,Office/Productivity,68eb514dedaa446981846678c73c2cc7
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100U,Communication,a1b7d0c790c249baabfda39cff7b1a27
Desktop,16,Win10,4,6,High-End Graphics Cards,32,i5-2400,Casual User,cfb3d854d1c04905bcb46d210d7db8ac
Desktop,64,Win10,8,3,High-End Graphics Cards,14,i7-6900K,Web User,e4a7c9d8e5d24032a00e720d308d47e3
Desktop,12,Win10,4,4,Low-End Graphics Cards,22,i5-4460T,Office/Productivity,fcfe1e7ee41d4b13964470b3e57da7d0
Notebook,16,Win10,6,1,Mid-Range Graphics Cards,14,i7-8750H,Casual Gamer,06fb931e15a044738367ab4b1f97e596
2 in 1,16,Win10,4,0,Low-Midrange Graphics Cards,14,i7-8665U,Office/Productivity,040f55dfc462461dafce63679d81534e
Desktop,4,Win10,2,4,Low-Midrange Graphics Cards,14,N3050,Web User,0792cb1829a246a487b5dc7f5f9b3abe
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8400H,Web User,064c9239bba648c9b4336850bb70785c
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Casual User,09887313bcfc407d8d34c4a4dc0cb2c1
Notebook,8,Win10,6,1,Not Suited for Games,14,i7-8850H,Web User,05309869b0fb452791cc192921ad98c4
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8350U,Office/Productivity,06bff243e32b4eef92357b1848dd2e29
Notebook,12,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User,078505927273444a9a864068b5455aed
Notebook,6,Win10,2,6,Not Suited for Games,32,i3-2348M,Win Store App User,09eb0f799a17445fabc2cfe4b25843ff
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8265U,Gamer,0630ac4e91634cab99fab0fcb920b3bf
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400,Office/Productivity,05860909b5ee417f9e6ce6620cda9035
Desktop,8,Win10,2,6,Office-Class Graphics Cards,32,G860,Casual User,f02499b9d08a4dab99d69ed64362ba8f
Notebook,8,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Office/Productivity,7db8370fa14e444ba8eeea185ffe694a
Desktop,16,Win10,4,3,Mid-Range Graphics Cards,14,i7-6700K,Casual User,5eadebec266246b9943537a5d119d74b
Notebook,4,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100U,Web User,6208dbf10e0b446d92f833c847e39c06
Desktop,8,Win10,4,5,,22,i7-4790,Casual Gamer,beb22af3e268497bb4ff854241d2c434
Desktop,8,Win10,2,4,Low-Midrange Graphics Cards,14,i5-5250U,Office/Productivity,6cf6ad5707a84f0f83d7164dd30cb046
2 in 1,16,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Casual User,bcefa5c8419341beb1dab1dbe396584c
Notebook,16,Win10,4,3,Mid-Range Graphics Cards,14,i7-6700HQ,Office/Productivity,cbb475a061b54d13b9fe89c2b285008d
Desktop,4,Win10,2,2,Low-End Graphics Cards,14,G4560,Casual User,dca8c23d383c4d44bbbb07aea576b465
Intel NUC/STK,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Web User,9169f43b181a4020951d2986149f865a
Notebook,4,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Gamer,fd4bbbe7bbba4eca9f3d08f3879b23cf
Notebook,32,Win10,6,0,,14,i7-9750H,Casual User,d91c510577ca4b408559be983bf2f234
Notebook,16,Win10,4,5,Low-End Graphics Cards,22,i7-4710HQ,Casual User,eda6508c82a544239d12063fe33d42e3
Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Office/Productivity,c9a85d79d91a41b3b1c2ccb3509564e6
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Web User,c5d1808196724f5a8eba4ca22ff2be5b
Desktop,16,Win10,8,0,,14,i7-9700F,Office/Productivity,d845081274c6431ba024f8234101ac99
2 in 1,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Office/Productivity,e1cc4b1b0d5d4a52b8d7ea4f811e8cce
Desktop,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7260U,Casual User,fc8535c35c3d4a8a945f3aef8f2859a7
Desktop,8,Win8.1,4,6,Low-End Graphics Cards,22,i5-4590,Office/Productivity,3162ac0363364ae9ae4a398e9d3fc849
Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Casual Gamer,e48a16fd4ee849a5a7a64df41e5adad3
Notebook,8,Win10,2,6,,22,i7-4558U,Communication,f6c0ef3587e2489f916faeccd65a3253
Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,32,B940,Casual Gamer,4deaa241aacb448189b996cf49d9ef3f
Notebook,4,Win10,2,5,Low-End Graphics Cards,22,i5-4330M,Entertainment,df5eb16789d34154bef59bda6639e105
2 in 1,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Win Store App User,df57c1f69df94ff0ab95de996bff4760
Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Casual Gamer,04702c148c134391adfcc6584ce6606c
Desktop,6,Win10,2,5,Low-End Graphics Cards,22,i3-4130T,Win Store App User,0545a44caa944c63bfffd320efcc5682
Notebook,4,Win10,4,3,Low-Midrange Graphics Cards,14,N3710,Gamer,05080fb8f63445e9a6db3562ceb349a1
Desktop,48,Win10,8,6,High-End Graphics Cards,32,E5-2670,File & Network Sharer,04b144f8cd944798b4e30443cabf5ac9
Notebook,16,Win10,4,6,Low-End Graphics Cards,22,i7-4700MQ,Office/Productivity,ef0a5351ad1241d384c33ee505d5f5c1
Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Casual Gamer,5b874a3dd0194f2e9ae8d83bcd0747d7
Desktop,8,Win10,6,0,Low-Midrange Graphics Cards,14,i7-8700,Office/Productivity,66a0a75d365c4bce974da7fa2f6044de
Notebook,6,Win10,4,2,,14,N3450,Office/Productivity,9feb5700491b4d4680d7b7bb9f663f6d
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Office/Productivity,06236ed2002543b99b6b3736735ff9e7
Desktop,16,Win10,4,5,Low-End Graphics Cards,22,i7-4770S,Web User,0683c0878e524921b1339ce9c510e321
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,J3710,Web User,a2e1345474e14e42b602ca15cff501a0
Desktop,8,Win10,2,6,Low-End Graphics Cards,32,i3-2120,Office/Productivity,6b77cb9262244332ae8e24ab91354e7a
Desktop,8,Win10,2,2,Office-Class Graphics Cards,14,i3-7100T,Casual Gamer,0473ca9ba16843d781291a3821a41954
Intel NUC/STK,8,Win10,2,1,Low-Midrange Graphics Cards,14,i5-7260U,Office/Productivity,b795f132c3c74373b0c99848f5a7b029
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Casual User,8e124be3900d452792ace022ac41e12a
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Casual Gamer,ca547b386ff64b4ebd5f172e5579bcb9
Notebook,6,Win10,2,6,Low-End Graphics Cards,22,i5-3210M,Gamer,d00a241c5d3649af80f8efc8cf036147
Notebook,4,Win10,2,6,,22,i5-3210M,Web User,dabd0c183da4427cbffa97a3fc326de2
Notebook,8,Win10,4,3,Mid-Range Graphics Cards,14,i5-6300HQ,Web User,f770cbeb09bf4bc38cc63cb4724ed23b
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Gamer,e70cac7b369e46398713708ec01b9b9e
Desktop,16,Win10,4,2,Office-Class Graphics Cards,14,i5-7500,Entertainment,f136139ea5f24a28945d697099ac1505
Desktop,4,Win10,2,6,Low-Midrange Graphics Cards,32,i3-2100,Web User,dc3f2b47d7a34487b7aa0a0ab4b92e04
Desktop,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100,Office/Productivity,f9526002d279407dac24d599e3db5c88
Desktop,16,Win10,4,1,,14,E-2174G,Office/Productivity,0a66b62c35d94f5faadf5564022fd05f
Notebook,16,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Casual User,0b380b9002774cb8a186fc01635d3834
Notebook,16,Win10,2,1,,14,i5-8210Y,Office/Productivity,07740fac5ec94f78968c262950a3e365
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3210M,Web User,04f1cd66ecc44ff89cfe77b04b89d878
Notebook,16,Win10,2,-1,Mid-Range Graphics Cards,-1,Unknown,Web User,06133f5b35f84d49a51dc6605a2f00df
Desktop,8,Win10,2,6,Low-End Graphics Cards,22,i5-4250U,Office/Productivity,05638bffbdeb4492afe72321ae989f1a
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Casual User,06dffe22476044af926844fb237d81bc
Desktop,16,Win10,4,6,High-End Graphics Cards,22,i7-4770K,Gamer,07521720953647d19b0bd3c275bc035e
Notebook,16,Win10,6,1,Mid-Range Graphics Cards,14,i7-8750H,Content Creator/IT,07368cec1c374538ab87c90bd5fb1986
Desktop,16,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Gamer,06944b8d30494dc6865c0f072c196a60
Desktop,8,Win10,2,6,Mid-Range Graphics Cards,32,i3-2100,Web User,572368ecd8d94c04b10db52a7e81f27e
Notebook,4,Win10,2,6,Low-End Graphics Cards,22,i3-3227U,Web User,1ec7c44be0234f7ea60619d4062762c4
Notebook,16,Win10,2,4,Low-End Graphics Cards,14,i5-5300U,Communication,13cc5f2a0e49471b812c01942db4543b
Desktop,4,Win10,2,6,Office-Class Graphics Cards,45,E7500,Office/Productivity,9e60d10aa1734f128b9d552b977999db
2 in 1,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Office/Productivity,1eaffd6d011348aebfa0d89ae9657bca
Desktop,16,Win10,4,3,High-End Graphics Cards,14,i5-6500,Gamer,0a2ead9376d647a1a5295dee67c19b47
Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,22,N2830,Content Creator/IT,1aa10a43ea464b8580e3163e6305da56
Notebook,16,Win10,6,1,High-End Graphics Cards,14,i7-8750H,Web User,3d3a6e85a4234b55963455c84193f230
Notebook,12,Win10,4,4,High-End Graphics Cards,22,i7-4720HQ,Web User,9af2912f9d4d475d847ac9e56643cd0d
Desktop,8,Win10,2,4,Low-Midrange Graphics Cards,14,i5-5250U,Communication,793ca08be52841e4a81f3b388c2fa8b8
Notebook,8,Win10,4,6,Low-End Graphics Cards,32,i7-2630QM,Web User,290ebeead6f54aebb00843c7ac47d88b
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6600,File & Network Sharer,8aee32ae8a7d46c4ab1c154b5acdd052
Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Web User,9008e5fce85f4a53a9046df792907de9
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,22,i5-4200M,Entertainment,a5a4087a7cc043418c18e2c2dc943d26
Notebook,32,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Office/Productivity,6795246715514e8ab8bd9c12ffb07c5c
Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Casual User,cc6bc3669d1542aa9a215a7c74b88299
Desktop,32,Win10,6,1,High-End Graphics Cards,14,i5-9400F,Gamer,eeefa61845b140c788b2e5fc87bc6879
Desktop,12,Win10,6,0,High-End Graphics Cards,14,i5-9400F,Casual Gamer,73cc4da6ed3a46b994a1f24c0534011c
Notebook,8,Win10,2,1,Low-Midrange Graphics Cards,14,i5-7200U,Content Creator/IT,b6c12a1c3f874940b7366cd09d5d44c8
Desktop,8,Win10,4,0,High-End Graphics Cards,14,i3-9100F,Casual User,d4b1d0f245e44301a0d54c0e5e751aae
Desktop,4,Win10,2,6,Low-Midrange Graphics Cards,32,i3-2100,Web User,d48b6d4b23f84fbcb4c0519bdbe2d259
Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100H,Casual Gamer,da4e7cb20a3544d3823b53c186c602dc
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Entertainment,de05b6bf8c3542f9b1ac048ed9c4b434
Notebook,16,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Office/Productivity,e967fd8e70d04ec780338017d1a7339a
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8265U,Gamer,ead78a1df6c4463290f1b992586b073d
Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400T,Content Creator/IT,d67e9be8a55049e2998543534ca73ffd
Desktop,16,Win10,4,5,High-End Graphics Cards,22,i7-4790K,Win Store App User,fd6818a4e2134f6cad64ded0accbc070
Desktop,4,Win10,2,0,,14,G5400,Web User,0732bc43f036471dba95f3161235111d
Notebook,8,Win10,4,6,Low-End Graphics Cards,22,i7-3610QM,Web User,09987896952b4220b564b777664f0faa
Notebook,8,Win10,4,1,,14,i5-8250U,Casual Gamer,09d42bf4b9db4dd7bf756f1b12a21b9a
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8300H,Casual Gamer,0aea6bdff4804e7283df3a7526c263fc
2 in 1,16,Win10,4,0,Low-Midrange Graphics Cards,14,i7-8565U,Web User,0801ee6f3d104259bdd8be2d29be089b
Notebook,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8750H,Web User,0430ee3c832a45b4b27a2bbfc6e4c6ad
Desktop,6,Win10,2,5,Low-Midrange Graphics Cards,22,G3460,Casual User,05627ba53379499f998d1f007e0ad4ae
Desktop,16,Win10,6,1,,14,i5-9400F,Web User,06615819f2d84eff8afcb6552efb0c28
Notebook,8,Win10,2,3,Mid-Range Graphics Cards,14,i5-6200U,Web User,04b116eff31148d599257384f992a99b
Desktop,8,Win10,2,6,Low-Midrange Graphics Cards,22,i3-3240,Web User,0d7e7cc0583b44df9d45e70b5b43d273
Notebook,16,Win10,4,0,,14,i7-8565U,Communication,070a1b6650d94280b520b676751684a5
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Web User,079f4f4f5c1d4b7bb79bcf1bc4420edb
Desktop,8,Win10,8,0,,14,i7-9700,Content Creator/IT,08ac7faa61974c898d87cb4d93cab083
Notebook,12,Win10,4,-1,Low-End Graphics Cards,-1,Unknown,Communication,06e2fca5d80e448683284eb1c67813de
Desktop,16,Win10,4,6,Mid-Range Graphics Cards,32,i7-2600K,Content Creator/IT,fe9ba5f1d55e4b698154cbf8e4e26e0b
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,22,i5-4670,Web User,07587bc075fb4b6c8f9cc4c6592ca78b
Notebook,4,Win10,2,6,Office-Class Graphics Cards,32,i5-520M,Office/Productivity,456b857738ef4e87ac7729a17a5355b1
Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400,Communication,21e36de76177479599e3e1ab1441a088
Notebook,12,Win10,2,5,Office-Class Graphics Cards,22,i7-4510U,Office/Productivity,47251dce1b3f4a2f9c7c168ee08a30b3
Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i3-5005U,Casual User,ee64af284a8347cfb3694abb9c758599
Desktop,16,Win10,4,5,High-End Graphics Cards,22,i5-4690K,Casual Gamer,3f0ded671c2549c6a5f64ef1f55700dc
Desktop,4,Win10,2,6,Low-Midrange Graphics Cards,32,i3-2100,Web User,9205d158a59448e09c4418ae00a95c53
Desktop,4,Win10,2,6,Office-Class Graphics Cards,45,E8400,Web User,b85a9703424f481a84762fd81ff31e82
Desktop,8,Win10,6,1,Low-Midrange Graphics Cards,14,i5-8400,Web User,d4bac81bc0b24c0a8cc9b4bd5aa3c2b2
Desktop,16,Win10,4,2,High-End Graphics Cards,14,i5-7500,Win Store App User,45988dfc576841eb87264c6417517f8b
Notebook,16,Win10,6,1,High-End Graphics Cards,14,i7-8750H,Web User,d2a7d42f80b14b759a5c44ee2cfc8bfd
Desktop,32,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Web User,b4a7e3d3b8e44e6987e43c4321c8ab7d
Notebook,16,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Casual Gamer,d32959b175f647688b650599cfafc1c5
Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Web User,1f7d75e2c89441c0b84f8e6f26ca22ca
Desktop,16,Win10,2,6,Low-End Graphics Cards,22,i3-4130,Web User,30f2da7a238e409286bc3eaa19c3d204
Notebook,32,Win10,6,0,Low-Midrange Graphics Cards,14,i7-9750H,Gamer,7c7654debf4a4716bd298bf0037a0768
Notebook,12,Win10,2,6,,32,i7-2640M,Communication,db9b1937f9eb45e1a86b3a0b6e52d62e
Desktop,32,Win10,10,0,,14,i9-9820X,Casual Gamer,88173673b7574704a1eb6f746ae0b386
Notebook,4,Win10,4,6,Low-Midrange Graphics Cards,22,N2930,Web User,a71c347494d049f1af056a8d3bd4c643
Desktop,8,Win10,2,4,Low-Midrange Graphics Cards,22,i3-4170,Office/Productivity,5556db623dfc4f37b36a8de4cfebe278
Notebook,8,Win10,4,6,Mid-Range Graphics Cards,22,i7-3635QM,Casual Gamer,89b7a5d1782c4377949607248e61c85c
Notebook,16,Win10,2,6,,22,i7-4500U,Content Creator/IT,44c701b33a254f23bc96ec2b4b5fef60
Desktop,12,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400T,Casual User,bedcc50f57944e66803e442439e908aa
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,9c3d1958d19c4f319f8c7d7ecfd1e61a
Notebook,12,Win10,6,1,Mid-Range Graphics Cards,14,i7-8750H,Web User,543b6ce635684ce58de158c11d632020
Desktop,8,Win10,2,6,Low-Midrange Graphics Cards,22,i3-3220T,Casual User,79cea1ac9cbb40239a1931b749fe2273
Desktop,4,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500T,Communication,90581f6cd2e942c2a30c986f2b9b100a
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Web User,6ba26b90e4b341a485d62c22275adff7
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,32,i5-2400,Communication,e2f9ce3f033b4cbd9f88c529e50b01c2
Desktop,16,Win10,4,3,High-End Graphics Cards,14,i7-7700K,Content Creator/IT,e88763bbe730418c8cd2a9d5459d7eb7
Notebook,8,Win10,4,6,Mid-Range Graphics Cards,22,i7-4700MQ,Web User,5683e44ba8e3467cb3eb1338c1cbc7c2
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i5-6260U,Communication,c49d8d60776e4a6f9d38cf66cd953dbd
Intel NUC/STK,8,Win10,2,2,,14,i5-7300U,File & Network Sharer,b17a03bd5b2e4a12924e1b51dccdcbc7
Notebook,4,Win10,2,5,Office-Class Graphics Cards,22,i3-4005U,Casual User,cbb945097b664f6c8ec4bb14626271d3
Desktop,16,Win10,4,6,Low-End Graphics Cards,32,i7-2700K,Web User,ef63b6a3d59b494f96202c4863f148b6
Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Win Store App User,e2de316cf06d4656adde4a119b4a1788
Desktop,16,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100,Win Store App User,ef3a1900a17b4daca7fd98f40662fd69
Desktop,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7260U,Communication,bb90c008ea7c46ebbda7130d3300960a
2 in 1,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8750H,Gamer,dd2c6d706d2c4624b2b922f0c6f3b3b2
Desktop,16,Win10,8,0,,14,i7-9700K,Entertainment,ee121db557104f55843787eb91560797
Desktop,4,Win10,2,5,,22,G3250T,Web User,065cf179485e4887b2467377ad1fa642
Notebook,12,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Gamer,068921f5fc9749c4bc36646860bc0497
Notebook,4,Win10,2,-1,Office-Class Graphics Cards,45,T4400,Web User,06d8d06569c34a1ca7af6e4185201aae
Desktop,12,Win10,4,0,Low-Midrange Graphics Cards,14,i3-9100,Casual User,04f98ae4181b40d2889a7ad936e2c12b
Desktop,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8700,Communication,069978999fad4aaa85bbb848a86068cf
Desktop,32,Win10,4,2,Mid-Range Graphics Cards,14,W-2123,Communication,055ddc2a153c4b5bbbf646f06e66b4a3
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User,03a204efe96d4b30bd4dd766efcf2db4
Notebook,8,Win10,4,0,,14,i5-8265U,Web User,0a5ebcd58a1946be8f111767b68e27f5
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Web User,095666011f81422c8a609eb8d4bf5160
Notebook,12,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,05b8a38e815840ee9c952ae689bf2d0e
Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,22,1007U,Casual Gamer,0c824162abee47b9b8af4fae1c2ebed6
Notebook,16,Win10,4,3,,14,i7-6700,Web User,055708084545464aba6133851e9fca55
Notebook,8,Win10,2,3,Mid-Range Graphics Cards,14,i5-6200U,Casual User,046389fd635b4acfae3952eba990c2ac
Notebook,4,Win10,4,4,Low-Midrange Graphics Cards,22,N3540,Content Creator/IT,fe89f2c543864da998342c5e563485ed
2 in 1,32,Win10,4,0,,10,i7-1065G7,Office/Productivity,067b8cfdc2a44df48117e900062a2515
Tablet,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User,05d4a410ad5c4646b2b98d3882d03505
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8350U,Office/Productivity,0869e174e5b84af3b95ba7d9c98b236b
Desktop,32,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700K,Web User,fb425768a3604074843505d4b2c18f6a
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,32,i5-2430M,Casual Gamer,047b578e50284766a999cfd634f47e08
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Web User,fc12883029b740789a59b71f0099c20f
Desktop,4,Win10,2,2,Office-Class Graphics Cards,14,i3-7100,Casual User,07e9f14054ff494b88f8cfcb5a80888c
Desktop,2,Win10,2,-1,Office-Class Graphics Cards,45,E5800,Web User,07e07a1a40ef4d90b722decadbba8979
Notebook,8,Win8.1,2,6,Low-Midrange Graphics Cards,22,i5-3210M,Communication,42725143b2954db89cafcb047ab0c8e5
Desktop,4,Win10,2,6,Low-End Graphics Cards,22,i3-4130,Web User,49f23cc22cc7475295e47e2d05897824
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i5-6260U,Web User,16de1a7e8b9240e1907af3fab03cc852
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Entertainment,fc68ccc5e758492db9f963436bdc34f4
Desktop,2,Win10,2,6,Low-Midrange Graphics Cards,32,G540,Casual User,77902286e51148edab3915861bc77950
2 in 1,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Communication,596a8904f22a4fcea2185ce967c97490
Notebook,12,Win10,2,6,Low-Midrange Graphics Cards,32,B820,Entertainment,b62e170601fb4736a1c1ce058abf9ab7
Notebook,16,Win10,4,5,Mid-Range Graphics Cards,22,i7-4710HQ,Web User,920326ca42c94185a462bd878d75f73d
Notebook,6,Win10,2,6,Low-End Graphics Cards,22,i5-3230M,Content Creator/IT,10359397d62e4c51a40bba3f8505ff2a
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Communication,4563f3ffc9a9484181660961ea0477ce
2 in 1,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Content Creator/IT,dada63bef874465683299ec44486c14a
Desktop,16,Win10,4,2,High-End Graphics Cards,14,i7-7700K,Gamer,7c696f1286c549e7b344fcead93aa5f3
Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User,6eae302d20014aeead604cf911291e26
Notebook,16,Win10,2,5,Office-Class Graphics Cards,22,i7-4600U,Web User,c3953b40e9a44fdaa317110da4c5d3ef
Desktop,16,Win10,6,1,Low-Midrange Graphics Cards,14,i5-8400,Communication,9f004302df6c4bb79c3b7fad6c7024e9
Notebook,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6650U,Office/Productivity,efb891bda62a4c65b1954556beed7bdc
Desktop,32,Win10,8,0,High-End Graphics Cards,14,i9-9900KF,Casual User,de6a456c77314954b0a939f9e13bd36c
Desktop,16,Win10,4,-1,Not Suited for Games,45,i7-870,Entertainment,a7aa4c1685114fc4a9dd939a438441ae
Notebook,8,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Web User,a318c61889b04bd8ae4924ab235d480e
Notebook,16,Win10,4,6,Low-End Graphics Cards,22,i7-4700HQ,Web User,c9b072d008b846cfaadf06c9ad3b40d7
Desktop,12,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700T,Web User,d53fedf0f98e4c1a9a22e9573522510c
Notebook,8,Win10,4,2,Low-Midrange Graphics Cards,14,i5-8250U,Web User,e70d9e7ae6c94716937d667d4909c9ed
Intel NUC/STK,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Communication,d447be44338b42ee918ac4bd065b73c6
Desktop,32,Win10,12,2,High-End Graphics Cards,14,i9-7920X,Web User,e4531d80d6d544e3a010a11843c4dd3a
Desktop,16,Win10,4,4,Mid-Range Graphics Cards,14,i5-5575R,Gamer,ed7834c9ced04df0b543c3b0d36f5b6b
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,f36e34e3c9d84209a8867dd6701c9ec3
Notebook,12,Win10,2,4,Low-End Graphics Cards,14,i3-5010U,Web User,f6c3be0d75d64195b94a5e8cb67a8a3e
Desktop,12,Win10,4,6,Low-Midrange Graphics Cards,32,i5-2400,Web User,05ad097f58e64d44a7718dd3d16cf315
Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i7-3770K,Web User,fbe9abd3f1d84a478f7e0e815ba2dfce
Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Casual User,08ee9a3ba79c41fb9f79056da2b99849
2 in 1,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Entertainment,0454467a94f040c59d220a3da2eb7946
